"band","sample1","sample2","sample3","sample4","sample5","sample6"
"402",0.0242361563498535,0.0480497363803949,0.0922256429384968,0.137637141542713,0.182952855708043,0.164217752311076
"404",0.0240779161043443,0.0475243335549453,0.0908261068652508,0.135220473929265,0.179407378784444,0.161410760457124
"406",0.0239196758588351,0.0469989307294958,0.089426570792005,0.132803806315817,0.175861901860846,0.158603768603173
"408",0.0237652237097398,0.0465527318681364,0.088231960150781,0.131264992940131,0.17372515072966,0.156787802354238
"410",0.0236111924602459,0.0461153334472314,0.0870601190020039,0.129823718924195,0.17174492468652,0.155081950061416
"412",0.0233920891302121,0.0455637523734003,0.0856889879341459,0.128000648225305,0.16920055072981,0.15282033470889
"414",0.0231379469875798,0.0449506883326088,0.0842105469098593,0.125971994697132,0.166352404819641,0.150259462324216
"416",0.0229002604870038,0.04436339000558,0.0827964143895171,0.123980297086804,0.16358228405807,0.147842037834898
"418",0.0226826864378298,0.0438075831064838,0.081460881151774,0.12203376782051,0.160907527367008,0.145599938551014
"420",0.0224815796148054,0.0432749393388859,0.0801681473638971,0.120151404510703,0.158322592124194,0.14341901816194
"422",0.0224286778271263,0.0429507637547736,0.0792606086248177,0.118846534809276,0.156546049915616,0.141788707826159
"424",0.0223757760394472,0.0426265881706612,0.0783530698857383,0.11754166510785,0.154769507707039,0.140158397490378
"426",0.0222724626603562,0.0422427676881971,0.0773171848312224,0.115985440194468,0.152579860538348,0.138269135890221
"428",0.0221420045781972,0.0418268307220052,0.0762121902222406,0.114293870166956,0.150167772237287,0.136240438993862
"430",0.0220353108835764,0.0414463830497136,0.0751910767553556,0.112745893838491,0.147982675270486,0.134378760764652
"432",0.0219999103515706,0.0411724032591235,0.0744216067147611,0.111628698607169,0.146478552306466,0.133018138536895
"434",0.0219645098195646,0.0408984234685333,0.0736521366741666,0.110511503375847,0.144974429342445,0.131657516309136
"436",0.0218071235827319,0.0404541895064477,0.0725730929501077,0.108863114896699,0.142728961694189,0.12978779159723
"438",0.0216433170456452,0.040000994798494,0.0714777558742878,0.107186768878192,0.140444475904659,0.127891272017737
"440",0.0215676237345663,0.0396642663312374,0.0705610067195233,0.105876959174487,0.138696783509913,0.126381347546229
"442",0.0215393760067225,0.0393902504551256,0.0697404202914811,0.104764515178754,0.137238133712361,0.125079589671328
"444",0.0214775273662881,0.039095869139351,0.0689151215208299,0.103668389746366,0.13581785553948,0.123825379661995
"446",0.0213532770310426,0.0387636662927746,0.0680810712567626,0.102602570217334,0.134468838955275,0.122659472831573
"448",0.0212290266957972,0.0384314634461981,0.0672470209926949,0.101536750688301,0.13311982237107,0.121493566001151
"450",0.0210503481466981,0.0380910016085367,0.0665064448029069,0.100523398084145,0.131779463218034,0.12036470601443
"452",0.0208688049547647,0.0377501050871339,0.0657707883012388,0.0995128068970877,0.13043955971927,0.119237795861588
"454",0.0206757617225999,0.0373993808469387,0.0650197022602444,0.0985544291021,0.129198126574058,0.118172884003302
"456",0.0204712184502035,0.0370388288879507,0.0642531866799233,0.0976482646991814,0.128055163782399,0.11716997043957
"458",0.0202572148649144,0.0366738151568977,0.0634991450612465,0.0967531262065507,0.126927395001664,0.116180699297656
"460",0.0199580684635898,0.0362686454772589,0.0628573690973692,0.0959572209065124,0.125936372319255,0.1153142099521
"462",0.0196589220622652,0.0358634757976201,0.0622155931334918,0.0951613156064742,0.124945349636847,0.114447720606544
"464",0.0193715122960867,0.0354725016335042,0.0615862924841167,0.0943252134745758,0.123872313904329,0.113579784215667
"466",0.0190904222565252,0.0350891712085159,0.0609637093117811,0.0934674668947523,0.122755117298675,0.11271106864654
"468",0.0188160959790815,0.0347124016452501,0.0603460024195906,0.0926488644597119,0.1217042430362,0.111886092087697
"470",0.0185620609879915,0.0343553146671517,0.0597429243678346,0.091947694459019,0.120852335803261,0.111192332559704
"472",0.0183080259969013,0.0339982276890534,0.0591398463160787,0.0912465244583262,0.120000428570322,0.110498573031711
"474",0.0180587791833027,0.0336386161177755,0.0585363367378083,0.0905003291120596,0.119081684904293,0.109788966768754
"476",0.017810729414077,0.0332783733982027,0.0579327192779092,0.0897428774293993,0.118146232129991,0.109075398822055
"478",0.0175811258165238,0.0329403111878835,0.0573626890378904,0.0890118462926523,0.117238148419856,0.10838534522781
"480",0.0173857793949341,0.0326434413518922,0.0568550350633633,0.0883298818840295,0.116380892971747,0.107738961145266
"482",0.0171904329733443,0.0323465715159008,0.0563473810888361,0.0876479174754067,0.115523637523637,0.107092577062722
"484",0.0170442909077976,0.0321164702265843,0.0559687810301615,0.0871863283719034,0.114999050602995,0.106716821939077
"486",0.0169036159929224,0.0318937876646761,0.0556045202954705,0.0867492254134134,0.114511426852072,0.106371136699754
"488",0.0167247259778622,0.0316258958851128,0.0551972057888549,0.0861715261776391,0.113811746689614,0.105869480984185
"490",0.0165252586011641,0.0313336606806584,0.0547667084819723,0.0855181212540964,0.112997882305559,0.105283841166021
"492",0.0163280593499656,0.0310442522686805,0.0543392525044991,0.084881420287699,0.11220356231905,0.10470190413626
"494",0.0161361523915997,0.0307614397058148,0.0539188929623142,0.0842836952213075,0.111454845926816,0.104128606946107
"496",0.0159442454332337,0.0304786271429491,0.0534985334201294,0.0836859701549162,0.110706129534583,0.103555309755954
"498",0.0157450040269891,0.0302031774735866,0.0531250296641563,0.0831505636775137,0.110021576482757,0.10304536935336
"500",0.0155453765971721,0.0299281153249349,0.0527539920021944,0.0826184371258473,0.109340400448846,0.102538763518532
"502",0.0153526964876245,0.0296589246685716,0.0523721164609219,0.0820908796357083,0.108681357591565,0.102018177969062
"504",0.0151637572428374,0.0293928955849792,0.0519844051384825,0.0815657824094684,0.108034232598622,0.101490064880938
"506",0.0149715576408465,0.0291251706996461,0.0515997260662159,0.0810514081125438,0.107404447997843,0.100973546380295
"508",0.0147695769672438,0.028852358409091,0.0512241437444679,0.080569202603566,0.106826684573557,0.100491811642098
"510",0.0145675962936412,0.0285795461185359,0.0508485614227198,0.0800869970945881,0.106248921149271,0.100010076903901
"512",0.0143789062005192,0.0283286729398927,0.0504908310649716,0.0796218970907848,0.10565541538814,0.099535837295526
"514",0.0141935387525173,0.0280832845392275,0.0501375636982233,0.0791610734632751,0.105057974042796,0.0990634714696066
"516",0.0140104144358752,0.0278364054711159,0.0497824622898287,0.0786968211128586,0.104467737875138,0.0985855115969032
"518",0.0138325240924058,0.0275860481789632,0.0494230814509267,0.0782245684089932,0.103894313788743,0.098094498948371
"520",0.0136546337489365,0.0273356908868104,0.0490637006120247,0.0777523157051275,0.103320889702347,0.0976034862998383
"522",0.0134901795679305,0.0270991171284237,0.0487484206334982,0.0773176325088157,0.102776629228282,0.0971203419358191
"524",0.013328096474418,0.0268649757583488,0.0484409231597439,0.0768895792256017,0.102237515274041,0.0966385860925964
"526",0.0131764447686786,0.0266413037338725,0.0481484269567073,0.0764605058459488,0.101699399426972,0.0961763915750952
"528",0.0130375425368842,0.0264304275762392,0.0478742656401036,0.0760301856817599,0.10116250348867,0.0957381053445877
"530",0.0129031358361935,0.0262232148451228,0.0476085177618047,0.0756107701100983,0.100636292965606,0.0952990643086076
"532",0.0127867112599174,0.0260306558200739,0.0473764236367255,0.0752349729085468,0.100152824103496,0.0948570040507388
"534",0.0126702866836413,0.0258380967950251,0.0471443295116463,0.0748591757069953,0.0996693552413852,0.09441494379287
"536",0.0125427910529942,0.025634661872271,0.046928161324364,0.0744537005665908,0.0991381874987865,0.0939304617492201
"538",0.0124125276587543,0.0254285079750906,0.0467159746215307,0.0740408059414727,0.0985950950360649,0.0934353742591242
"540",0.0122952756732107,0.0252345539692893,0.0465029653135572,0.0736469540862396,0.0980863388083358,0.0929633841565436
"542",0.0121910350963634,0.0250527998548673,0.0462891334004437,0.0732721450008913,0.0976119188155987,0.0925144914414776
"544",0.0120856378205054,0.0248712544511538,0.0460732137397096,0.0728987387984142,0.0971368754394533,0.0920647404299513
"546",0.0119736859169197,0.0246908917414551,0.0458454635091261,0.0725332822655405,0.0966582995573275,0.0916101257384831
"548",0.011861734013334,0.0245105290317563,0.0456177132785427,0.0721678257326671,0.0961797236752023,0.0911555110470154
"550",0.0117603751049806,0.0243320175746642,0.045329766348947,0.0717822250818424,0.0956890031986844,0.0906516578129088
"552",0.0116608855487271,0.0241538328092085,0.0450311964724669,0.0713930695866734,0.0951961395584503,0.0901391154242189
"554",0.0115658816739643,0.0239814901623899,0.0446953289517908,0.0709872253439829,0.094661994135576,0.0896166125337853
"556",0.0114745479022394,0.02381392743082,0.0443289451767726,0.0705677266715021,0.0940940727087234,0.089085960141925
"558",0.0113818477066238,0.0236448150552369,0.0439549705953981,0.0701494469757857,0.0935340487958599,0.0885537646133862
"560",0.0112850482393363,0.0234710537476142,0.0435582235949553,0.0697348242103627,0.0929977174249631,0.0880169396748118
"562",0.0111882487720488,0.0232972924399915,0.0431614765945123,0.0693202014449393,0.0924613860540656,0.0874801147362369
"564",0.0111049271465121,0.023149185786167,0.0428032058155481,0.0689494011427578,0.0919895688300057,0.0870112625117667
"566",0.0110216055209755,0.0230010791323425,0.0424449350365839,0.0685786008405762,0.0915177516059457,0.0865424102872966
"568",0.010951218303448,0.0228599485310045,0.0420938347233244,0.0681850823312944,0.0909917479223884,0.0860332889213703
"570",0.0108822682423659,0.0227195930466095,0.0417435311284764,0.0677890395767789,0.0904597235211082,0.0855196932063929
"572",0.0108142116966799,0.0225818132392792,0.0413977554756931,0.0674006963214841,0.089936929374437,0.085014152047332
"574",0.0107512184049052,0.0224586289353155,0.0410776381612766,0.0670559835617723,0.0894664400038813,0.084554253371797
"576",0.0106882251131306,0.0223354446313519,0.0407575208468599,0.0667112708020602,0.0889959506333249,0.0840943546962616
"578",0.0106187774108008,0.0222059083324288,0.0404421100786859,0.0663419895330311,0.088506675210219,0.083618016817564
"580",0.0105489900026523,0.0220760377179815,0.0401269470234719,0.0659714151845641,0.0880164110475049,0.0831408137176472
"582",0.0104827007667698,0.0219481544507883,0.0398090644002297,0.0656139142227404,0.0875385078482515,0.0826859380936174
"584",0.0104175775883092,0.0218209336326797,0.0394902752543113,0.0652607710564646,0.0870647249701517,0.08223850496155
"586",0.0103552857414118,0.0216980448960084,0.039185143008184,0.064919378294646,0.0866086372652477,0.0818030870284083
"588",0.0102953104385206,0.0215787005896039,0.0388911845891583,0.0645875995001104,0.0861670274293222,0.0813774997125694
